Location,Date,Sentinel-2,X,Y,Longitude,Latitude,B1,B2,B3,B4,B5,B6,B7,B8,B8A,B11,B12,NDVI,FDI,label
Caribbean Sea,20161103,A,6183,3658,-86.42221069335938,15.949318885803224,0.023058900000000004,0.026499026,0.020502908,0.013841953,0.011353266,0.0119432025,0.014550293999999997,0.012130126,0.014626076000000003,0.014369483,0.012075818,-0.06591028003572609,-0.004112943532978612,1
Caribbean Sea,20161103,A,6163,3657,-86.42407989501953,15.949414253234865,0.021878848,0.022096993,0.017710332,0.010552863,0.009253676,0.011488818,0.012203855,0.009918823,0.012978109,0.013675713,0.011590495,-0.030971557496534432,-0.005445621793804657,1
Vigo,20160920,A,401,218,-8.868417739868164,42.24759292602539,0.02148668,0.025654344,0.026943328,0.017502904,0.010600787,0.011230831,0.010992989,0.015820187,0.01061675,0.0062774788,0.004327839,-0.05049702622124701,0.0133677125,7
Accra,20181031,B,3779,455,0.10261139273643494,5.663125514984131,0.012753898,0.012838033,0.018141897,0.010821212,0.036875967,0.039173536,0.041036844,0.04568624,0.05020548,0.008636331,0.0094264,0.6169987632781603,0.06077809896509414,4
Gulf of Gera,20210621,A,59,22,26.525836944580078,39.040924072265625,0.025643626,0.022062127,0.020423201999999998,0.0029802017,0.0032027725,0.0036824401,0.004836068,0.0036696898999999997,0.004836812,0.006062083,0.005492276999999999,0.10368412621944093,-0.00422996583354757,1
Durban,20190424,B,597,701,31.06659698486328,-29.863460540771484,0.05397043,0.059279464,0.07313627,0.044598516,0.031513627999999995,0.030311167000000007,0.03545234,0.04283755,0.037874818,0.019509591,0.015191469,-0.02014004152474101,0.03172106004675272,2
Vigo,20160920,A,118,197,-8.902719497680664,42.24951553344727,0.017579854,0.021527948,0.02262868,0.014016446,0.012155659,0.011745004,0.010837473,0.013620456,0.011513443,0.005978823,0.0018919338,-0.014328306407136329,0.012094308,7
Vigo,20160920,A,155,874,-8.898331642150879,42.18854141235352,0.02067925,0.022054212000000004,0.021769688,0.010057758,0.01077441,0.010529577,0.010335878,0.011807137,0.010126941,0.005217298,0.004386800000000001,0.08000857081637021,0.010692009,7
Gulf of Gera,20210825,B,49,39,26.52469253540039,39.03938674926758,0.0033975814000000003,0.019366381999999998,0.03496915,0.024641205,0.013322876,0.014887893999999999,0.013493248999999999,0.02198703,0.016699005,0.007677216,0.004771612,-0.05692205591740707,0.01991269538227205,2
Accra,20181031,B,1633,478,0.4200190305709839,5.7612152099609375,0.008151569000000001,0.0135290865,0.025764206,0.018338554,0.043796662,0.05961345,0.06333915,0.10030841,0.06759596,0.014237749,0.012633461,0.6908719215099344,0.12132874218743388,4
Marmara Sea,20210606,B,1171,895,29.044883728027344,40.94536209106445,0.060828723,0.07642958,0.07676867,0.060243566,0.06939193,0.065325744,0.056430608,0.054979283,0.05555386,0.012664865,0.006967699999999999,-0.045687839223624835,0.08323327,6
Marmara Sea,20210606,B,1135,936,29.04049491882324,40.94174575805664,0.03306074,0.037166465,0.03495775,0.016013917,0.018389255,0.015836956,0.014548278,0.01321859,0.013673229,0.0033715565,0.0029882612,-0.09562392305251133,0.019532967,6
Caribbean Sea,20161103,A,6164,3658,-86.42398834228516,15.949323654174805,0.021874715,0.023935141,0.019515846,0.014099185,0.010897182,0.0121799605,0.01354275,0.011193461000000002,0.015589295,0.014436752,0.012734599,-0.11488414458495162,-0.004985997237856914,1
Vigo,20160920,A,69,163,-8.908655166625977,42.25258255004883,0.019161899,0.021200309,0.02066611,0.015088006,0.012990308999999998,0.013457467,0.014007373,0.012746966,0.01386095,0.0060948264,0.005897589,-0.08410426998094342,0.012337609,7
Gulf of Gera,20210731,A,49,43,26.524694442749023,39.03902816772461,0.011332258999999999,0.032910638,0.04994007599999999,0.059138685,0.034768872,0.03615297,0.052924152,0.10100016,0.061668105,0.02668572,0.018945629,0.261407374331943,0.08162510012538192,3
Accra,20181031,B,3709,532,0.09626228362321854,5.656203746795652,0.012639894,0.01956933,0.04355277,0.03193164,0.12125361,0.16029407,0.20197666,0.17234367,0.19077542,0.012979196,0.011433555,0.6873666230147932,0.2738319020097313,4
Gulf of Gera,20210721,A,3,27,26.51936912536621,39.04044723510742,0.027069673,0.02880235,0.027771907000000002,0.012765483999999999,0.012897154,0.014569853999999997,0.016820733,0.013928427,0.0144911725,0.012036448,0.010639694,0.04356585290180976,0.0038482884061742657,1
Marmara Sea,20210606,B,1052,734,29.031198501586914,40.960105895996094,0.033911064,0.053422045,0.054355275,0.039405666,0.03041015,0.022472318,0.02460984,0.029570324,0.026337793,0.0032440940000000003,0.003703764,-0.14259080587317413,0.041267052,6
Gulf of Gera,20210626,B,48,43,26.52458000183105,39.03902816772461,0.01635222,0.037122324,0.05831401,0.09389765,0.06770216,0.09718103,0.10216313,0.15110849,0.124972485,0.039417047000000004,0.017355376999999998,0.23350778066215,0.1565755364121007,3
Vigo,20160920,A,107,245,-8.904059410095215,42.24519348144531,0.020969398,0.027608749,0.022715967000000004,0.02029864,0.017716149,0.0185476,0.01860904,0.019455448,0.016560545,0.011279043999999998,0.007334379499999998,-0.021210196043234587,0.013789222,7
Accra,20181031,B,1634,479,0.4201086461544037,5.761124134063723,0.009069089,0.016351962,0.034516572999999995,0.02170341,0.051421773,0.07790843,0.084899954,0.12820236,0.085226685,0.013795842,0.012986321,0.7104392979669828,0.16422364000634648,4
Caribbean Sea,20171009,A,3543,1820,-86.32430267333984,15.916309356689453,0.032920036,0.053800699999999986,0.05689391,0.050504137,0.026024409,0.026085872000000003,0.035759065,0.070111774,0.03481834,0.024085253,0.01580997,0.16256260751535512,0.0475714094892003,2
Gulf of Gera,20210721,A,48,42,26.524578094482425,39.03911590576172,0.024178232999999997,0.052843835,0.07731305,0.12878509,0.085184164,0.110158496,0.12144979,0.18462320000000002,0.12074619,0.016989551000000002,0.0048210626,0.1781641130169212,0.2395791971935517,3
Marmara Sea,20210606,B,1098,1012,29.035892486572266,40.93498229980469,0.032179844,0.047660097,0.045093782,0.022830028,0.016279742,0.012339166,0.013344902,0.017908415,0.01261761,0.0022600843,0.0029829794,-0.120810041758346,0.023480035,6
Accra,20181031,B,1455,635,0.40388622879982,5.747133731842041,0.00694485,0.011385101000000002,0.016806973,0.011793473999999998,0.05085002,0.06573242,0.09106363,0.06955164,0.072353214,0.010159985,0.009218212,0.7100385402373399,0.10257285951766447,4
Caribbean Sea,20161103,A,6172,3657,-86.4232406616211,15.94941234588623,0.022118492000000003,0.02298523,0.019754203,0.011488315,0.009951477,0.012408172,0.014994963,0.011081852,0.015487832,0.01380373,0.012403542,-0.018008860988932913,-0.003799535210199136,1
Gulf of Gera,20210626,B,50,37,26.52480697631836,39.03956985473633,0.01791756,0.042650096,0.052128322000000005,0.037401985,0.029634545,0.050388385,0.046113065999999994,0.043224505999999996,0.053493503,0.014727298,0.009604219,0.07221597923689868,0.05620678543833297,2
Caribbean Sea,20161103,A,6174,3659,-86.42304992675781,15.949231147766113,0.022110239,0.024163222,0.021299476,0.015034359,0.011594611,0.014367106,0.014436788999999997,0.013283796,0.015597413,0.014240655,0.011605242,-0.06181769257213261,-0.0008592128743019692,1
Accra,20181031,B,1303,799,0.39009448885917664,5.732405185699463,0.0039009107,0.008412209,0.02567153,0.017157584,0.041420065,0.05805671,0.06133714,0.09543423,0.046493437,0.010553842,0.010603091,0.6952250187566922,0.12179133239686905,4
Gulf of Gera,20210830,A,49,36,26.52469062805176,39.03965759277344,0.017834331999999998,0.02880364,0.035953812,0.028473694,0.008708160999999999,0.017251255,0.012911226999999999,0.023239845,0.014757623000000001,0.0022189433,0.0024865756,-0.1012084862341369,0.032628931670424605,2
Marmara Sea,20210606,B,1155,930,29.04288673400879,40.94224548339844,0.026661798,0.030308684,0.025257828,0.0059172707,0.004917229,0.004845547,0.00434422,0.007436919,0.0036023352,0.0002864096,0.0014953978,0.1137956202614076,0.010693076,6
Accra,20181031,B,3771,452,0.10189145803451538,5.663400173187256,0.012471328,0.018403798,0.030164942,0.021690018,0.045219064,0.06528101,0.07836706,0.096518844,0.06476772,0.009586743,0.009516652,0.6330221333151825,0.13020797210027502,4
Vigo,20160920,A,97,844,-8.905351638793945,42.19124984741211,0.042150985,0.029934434,0.03101883,0.02381141,0.029120237,0.033581246,0.03414603,0.025278436,0.036612544,0.020431675,0.014521281,0.029884510128632295,0.015000928,7
Okinawa,20211026,A,2952,427,127.8848648071289,26.79200935363769,0.039565835,0.04300207,0.0402552,0.041888714,0.030751454,0.034566373,0.0340031,0.036513656,0.02988472,0.020738048,0.015484189,-0.0685573408048762,0.026453912000000003,5
Gulf of Gera,20210830,A,48,42,26.524578094482425,39.03911590576172,0.01919128,0.038376454,0.059613257999999995,0.06816082,0.05496098,0.06959795,0.0779281,0.11676877,0.08303757,0.022567788,0.013885129,0.26284571333338275,0.13051791986724265,3
Gulf of Gera,20210830,A,48,36,26.52457427978516,39.03965759277344,0.017834331999999998,0.039632928,0.03980345,0.037420627000000005,0.017530575,0.018039193000000002,0.015642257,0.02471449,0.015826121000000002,0.002327282,0.0024865756,-0.20449204272038315,0.034520028115793897,2
Accra,20181031,B,1455,642,0.4038824737071991,5.746501445770264,0.004736497,0.009511078,0.018331245,0.013186964,0.07210999,0.10054303,0.12840797,0.0626991,0.11577696,0.013311153,0.011687777,0.6524536046565811,0.11716934835836686,4
Okinawa,20211026,A,3055,667,127.89543914794922,26.77042579650879,0.05308997,0.114577,0.14296676,0.16424201,0.15118483,0.15622497,0.1541953,0.15920463,0.13644497,0.08176119999999999,0.047523014,-0.0155740681059478,0.13494474,5
Gulf of Gera,20210711,A,79,32,26.528154373168945,39.04003143310547,0.02392704,0.03728538,0.05298518,0.030560315,0.02767801,0.028636392000000007,0.029530723,0.030116787000000002,0.033772144,0.044053855999999995,0.03680028,-0.007309643759848627,-0.02584251559740804,1
Okinawa,20211026,A,3095,546,127.89935302734376,26.78137969970703,0.03625262,0.039803475,0.0288564,0.028186873,0.018610671,0.021855466,0.019934205,0.029787282,0.017434213,0.0135859605,0.009831883,0.027605559753307383,0.022587076,5
Vigo,20160920,A,63,201,-8.90938663482666,42.24916076660156,0.029024484,0.0406525,0.0396876,0.033748900000000005,0.029945014,0.029206717000000007,0.030538475,0.033097863,0.02787499,0.018718306,0.012451423,-0.009739244965384593,0.022478763,7
Durban,20190424,B,755,552,31.08320426940918,-29.85025787353516,0.047019962,0.056290817,0.0500713,0.04223054,0.03276629,0.036104936,0.046575446,0.054948945,0.042853612,0.028629877,0.020852346,0.13087541058691554,0.032127380186799226,2
Gulf of Gera,20210626,B,50,36,26.52480506896973,39.03965759277344,0.01791756,0.03144766,0.035310067,0.023494282999999998,0.02161379,0.033476900000000004,0.03792682,0.033296152999999995,0.03699598,0.011690016999999999,0.007301738,0.1725971957672591,0.03853510178358367,2
Gulf of Gera,20210701,A,49,37,26.52469062805176,39.03956985473633,0.018203037,0.055818275,0.07359934,0.06353998,0.04818553,0.06418833,0.072294496,0.07873295,0.06851123,0.04831477,0.038732513999999996,0.1067874963986473,0.042675826321778514,2
Durban,20190424,B,604,695,31.067331314086914,-29.86292839050293,0.04658319,0.05719503400000001,0.0711286,0.042537883,0.029052192,0.026070595,0.03527729,0.046595678,0.03504194,0.017558318,0.013123258999999998,0.045524883719163904,0.03565161712312249,2
Caribbean Sea,20161103,A,6179,3657,-86.4225845336914,15.949410438537598,0.023077415,0.025591591,0.018961946,0.012899884,0.011238703,0.011483313,0.012987002,0.0101578655,0.014840877,0.0138188945,0.012070589,-0.11891960661642195,-0.0054645772892740465,1
Vigo,20160920,A,372,211,-8.871932029724121,42.24822616577149,0.029902963,0.0650417,0.071331024,0.058746103,0.04479826,0.043457866,0.048108485,0.062169112,0.056293502,0.021249566,0.014556519,0.028309166881934567,0.058068912,7
Marmara Sea,20210606,B,1005,874,29.02523231506348,40.94759750366211,0.042655263,0.041156802,0.039376434,0.020085106,0.015683443999999998,0.014799263,0.018512335,0.015800595,0.017767621,0.0048482125,0.0044385553,-0.11939326474352555,0.018684603,6
Okinawa,20211026,A,2744,450,127.8639678955078,26.78976631164551,0.037559126,0.036474418,0.040750199999999986,0.04011769,0.036738116,0.034531776,0.033857204,0.0348667,0.031566582999999995,0.019692352,0.012962723999999998,-0.07002777511426041,0.02663343,5
Marmara Sea,20210606,B,1156,995,29.04282569885254,40.9363899230957,0.041718967,0.032966405,0.029811163,0.009862583,0.01844618,0.01671557,0.014718684,0.006399015,0.014281826,0.0025484648,0.0024503479,-0.21299062982617087,0.014858753,6
Gulf of Gera,20210626,B,18,19,26.521099090576172,39.041175842285156,0.015464228,0.023483377000000003,0.018375028,0.0028753702,0.0014097286999999999,0.0117109725,0.016915916,0.011094568999999999,0.015372171,0.0053800964,0.005480994499999999,0.588348931396924,0.010633725385127985,1
Accra,20181031,B,1543,482,0.4119025468826294,5.7609028816223145,0.008888136,0.018032102,0.03339929,0.02666692,0.042543516,0.07605007,0.087049656,0.13893361,0.093293115,0.013181177,0.01277874,0.6779367795501621,0.1746031721557013,4
Vigo,20160920,A,416,238,-8.866602897644043,42.24578857421875,0.023661273,0.024732905,0.025791066,0.015646525,0.015491701,0.017599924,0.01661192,0.015469153,0.014301254,0.007759358,0.004436702,-0.005700406078247766,0.015308732,7
Gulf of Gera,20210716,B,49,38,26.52469253540039,39.03947830200195,0.020174686,0.05620896,0.07566746,0.06691976,0.04792305,0.041108616,0.043577787,0.06699108,0.045505162,0.013211452,0.0116380425,0.0005325931791630889,0.07545643852929976,2
Gulf of Gera,20210825,B,47,42,26.52446365356445,39.03911590576172,0.0033975814000000003,0.020938613000000002,0.040369092999999995,0.05474008599999999,0.047878187,0.053503137,0.06750463,0.090798795,0.05742707,0.011424126000000001,0.007946321,0.2477599714402092,0.11207113766998096,3
Okinawa,20211026,A,2988,733,127.88875579833984,26.7644157409668,0.032571744,0.039826225,0.038238186,0.04085937,0.022779046,0.024126943,0.0210404,0.03253036,0.02013867,0.013882579,0.011330444,-0.11349013002227964,0.026558531,5
Vigo,20160920,A,141,864,-8.900026321411133,42.1894416809082,0.020420417,0.025409237,0.025442429,0.019293655,0.015939547,0.015822493,0.01110596,0.014754245,0.014583965,0.00553926,0.0037201666,-0.13332422851335915,0.017155752,7
Caribbean Sea,20171009,A,3555,1818,-86.32318115234375,15.916486740112305,0.03353652,0.039165728,0.041828673,0.034419972,0.01875779,0.031743176,0.026630607,0.045903523,0.034850646,0.023862591,0.014416625,0.14296627655457475,0.028126361087029816,2
Gulf of Gera,20210830,A,72,41,26.52735137939453,39.03921890258789,0.018534584,0.019721942,0.02875042,0.00731453,0.0042403729999999995,0.007004043000000001,0.011495614,0.010300135,0.008776398000000001,0.007095579,0.0049061254,0.16949541759664466,0.003133871420503636,1
Marmara Sea,20210606,B,986,913,29.022869110107425,40.94412612915039,0.03749583,0.032917853,0.032492794,0.014015516,0.025057305,0.025723135,0.03864164,0.009642621,0.033259664,0.007002906,0.0053930976,-0.18483682802242626,0.017185811000000002,6
Marmara Sea,20210606,B,1380,773,29.07004165649414,40.955902099609375,0.02796397,0.032635666,0.030786917,0.008903495,0.006446914000000001,0.010227329,0.009913131,0.007864975,0.0062588747,0.0015388796,0.00369233,-0.0619329014513549,0.013077243,6
Gulf of Gera,20210701,A,47,42,26.52446365356445,39.03911590576172,0.014733815,0.04078107,0.07463809,0.13324457,0.0981626,0.12850021,0.15678504,0.21182448,0.16797239,0.05643866,0.040456637999999996,0.2277222776137124,0.21103212702244228,3
Durban,20190424,B,602,697,31.067121505737305,-29.86310577392578,0.051060915,0.06392594,0.0764405,0.05770714,0.032150157,0.036103345,0.036440182,0.07438484599999999,0.048700754000000006,0.021199264,0.016077252,0.1262582727766694,0.06476643444616034,2
Vigo,20160920,A,341,154,-8.875679016113281,42.25336456298828,0.043008503,0.043058574,0.040173016,0.034073964,0.041079372,0.04159082,0.042410247000000005,0.036569674,0.044199202,0.020941164,0.01600579,0.035328163592027895,0.031574283,7
Caribbean Sea,20171009,A,3584,1812,-86.32047271728516,15.917020797729492,0.03343588,0.046527117,0.037227504,0.027951997000000003,0.027988588,0.03927423,0.034265988,0.035185017,0.04585698,0.025078436000000003,0.015100829,0.11456069176790648,0.021068647613212504,2
Accra,20181031,B,1452,642,0.4036119878292084,5.7465033531188965,0.0044291625,0.010517863999999998,0.0237356,0.0162079,0.06039768,0.081242085,0.10005336,0.083230995,0.08749711,0.009520131,0.00970377,0.6740128699137294,0.1294406581700867,4
Durban,20190424,B,742,572,31.081825256347656,-29.85204315185547,0.03682383,0.059295096,0.057841018,0.032776393,0.022149485,0.022752753,0.026891962,0.04576962,0.028602198,0.017188892,0.012240785,0.1654218527934702,0.03290399041865876,2
Okinawa,20211026,A,2432,805,127.8329086303711,26.757465362548828,0.036576957,0.06295423,0.06591523,0.06405182,0.06504859,0.06156773,0.0814076,0.06452077,0.06362369,0.031771258,0.021311563,0.0036473559411069633,0.055758506,5
Gulf of Gera,20210805,B,47,27,26.52445411682129,39.040470123291016,0.0014937716,0.007471763,0.013640302,0.0031962495,0.0031760582,0.013168700000000002,0.017269349,0.014793266999999999,0.017353652,0.014217366,0.013683128999999999,0.6446542073546,-0.00023893932536492475,1
Gulf of Gera,20210611,A,50,55,26.524816513061523,39.03794860839844,0.028290087000000002,0.029736599,0.03967669,0.028557792000000002,0.034857728,0.026901042000000003,0.03278311,0.028193485,0.02585097,0.04334486,0.039550863,-0.006419362158141414,-0.027849377541565683,1
Marmara Sea,20210606,B,1263,824,29.056005477905273,40.95155715942383,0.06376219999999999,0.095672034,0.103324436,0.08987259,0.10173608,0.104465,0.10459232,0.087623276,0.100569256,0.021909384,0.011766327,-0.012672486693295732,0.12986171,6
Marmara Sea,20210606,B,1093,969,29.03541755676269,40.93886184692383,0.052433603,0.052747432,0.05758018,0.036682397,0.066384465,0.06968108,0.071800426,0.028659489,0.061733518,0.008274221,0.004978787,-0.12278353887734428,0.06809997,6
Marmara Sea,20210606,B,1206,767,29.049394607543945,40.956809997558594,0.032642197000000005,0.03354952,0.028299881,0.008917217,0.009312625,0.00895807,0.009953549,0.0077756280000000014,0.008399889,0.0019988965,0.0023113473,-0.06838792308920373,0.011184188,6
Durban,20190424,B,727,586,31.08024787902832,-29.8532829284668,0.036720227,0.05382122,0.060866877,0.04102245,0.026333058,0.022553155,0.02893682,0.052228328,0.027284373,0.018017087,0.0125453975,0.1201692708665658,0.03773588194859318,2
Accra,20181031,B,3754,464,0.10035274922847748,5.66232442855835,0.012137553,0.016468553,0.024319263,0.012707192,0.019286253,0.025329668,0.036080014,0.05091107,0.027814357,0.0082495315,0.009624839,0.6005174740548554,0.05593324177152528,4
Okinawa,20211026,A,2703,763,127.86012268066406,26.761478424072266,0.033970576,0.041849002,0.033973433,0.042277146,0.029057864,0.030740313,0.029977322,0.030478029,0.03015347,0.018641045,0.014496621,-0.16217563905247973,0.0211801,5
Gulf of Gera,20210621,A,47,42,26.52446365356445,39.03911590576172,0.030548075,0.06783088,0.10941549,0.1979101,0.15908547,0.20162837,0.18141447,0.27177334,0.2053046000000001,0.026916073999999998,0.010923128,0.15726175059525194,0.3797710176999261,3
Caribbean Sea,20171009,A,3363,1874,-86.34114074707031,15.911479949951172,0.036551315,0.050167058,0.04897519,0.050375845,0.030972991,0.043704126,0.04215548,0.060548987,0.051656123,0.032871053,0.022888428,0.09171203432609208,0.03604328981255926,2
Caribbean Sea,20161103,A,6177,3676,-86.42277526855469,15.94769287109375,0.022817355,0.026396796,0.021943102000000003,0.014558574,0.012178691,0.013671711,0.015325151,0.013047161000000002,0.015265682,0.013583058,0.013316127,-0.05474996409260605,-0.0004674386882309554,1
Marmara Sea,20210606,B,1152,949,29.04247856140137,40.9405403137207,0.029154554,0.035014056,0.029340805,0.010142894,0.009354748,0.007124342,0.008108170999999999,0.006784350600000001,0.006727833000000001,0.0010795826,0.0020782636,-0.1984105198078132,0.010401701,6
Okinawa,20211026,A,2758,447,127.86537170410156,26.790048599243164,0.03685338,0.05735648400000001,0.05427234,0.05044265,0.044241972,0.046555933,0.037480656,0.054522198,0.036288302,0.023818873,0.016197924,0.03886584964139616,0.048261,5
Marmara Sea,20210606,B,1395,933,29.07137107849121,40.94146347045898,0.05067032,0.050927933,0.04597593,0.02489841,0.021054108,0.017539538,0.018063143,0.02025767,0.018071424,0.0034806551,0.003809374,-0.10277109970573177,0.027701128,6
Vigo,20160920,A,42,506,-8.911971092224121,42.22169494628906,0.034988422000000005,0.032214183,0.024144584,0.013932274,0.021792443,0.024127541,0.023905795,0.015513831,0.020895228,0.012834422,0.008427249,0.05371022754961992,0.011400013999999998,7
Caribbean Sea,20171009,A,3527,1822,-86.32579803466797,15.916133880615234,0.032869305,0.042300217,0.03912601,0.0449228,0.03252657,0.024419686,0.043700166,0.05749392,0.048593733,0.023532826,0.016626947,0.12274480182532695,0.034645931945421975,2
Gulf of Gera,20210626,B,56,54,26.52551078796387,39.03804016113281,0.015362726,0.018074818,0.026999237000000002,0.01267004,0.007449031999999999,0.016851094,0.022307063999999998,0.020855622,0.02346355,0.014616298,0.008999075,0.24415869849191946,0.007975817697482547,1
Okinawa,20211026,A,2813,129,127.87062072753906,26.81879997253418,0.033526253,0.037795518,0.031204358,0.026993647000000003,0.026598252000000003,0.0253837,0.024463795,0.030746892,0.022847006,0.015675718,0.013325808,0.06500190446784708,0.022567729,5
Accra,20181031,B,3708,532,0.09617211669683456,5.6562042236328125,0.0126399845,0.021063576,0.042362716,0.03482885,0.12124757,0.16028687,0.20196834,0.17453020000000002,0.1907676,0.012975518,0.011431327,0.6672811612395071,0.2760193733255765,4
Marmara Sea,20210606,B,1258,813,29.055442810058594,40.95256042480469,0.04244194,0.073462345,0.072194815,0.055309106,0.03232635,0.04588763,0.04514336,0.05246081,0.03806192,0.009440719,0.0056729415000000005,-0.0264294165358726,0.07134027,6
Gulf of Gera,20210611,A,67,45,26.526775360107425,39.038856506347656,0.024009267,0.030912087999999997,0.040065464,0.02337567,0.02243176,0.023788145,0.026957845,0.023887433,0.026735373,0.03628341,0.03468105,0.010827960237820157,-0.02204488619660732,1
Gulf of Gera,20210830,A,47,43,26.52446365356445,39.03902816772461,0.01919128,0.043778673,0.06874147,0.08386168,0.049498602999999995,0.07127195,0.07219174,0.12627625,0.08779946,0.020080369,0.016186826,0.2018415713907528,0.14572628845432511,3
Gulf of Gera,20210805,B,48,37,26.52457618713379,39.03956604003906,0.0025065625,0.02512016,0.0418974,0.036152545,0.029439276,0.034872912,0.043905914000000004,0.05254539,0.039335225,0.019174606,0.015990125,0.1848165349058013,0.04556876960143854,2
Cyprus,20181215,A,50,37,33.045459747314446,34.669601440429695,0.042941142,0.04446513,0.03465546,0.012135002,0.006806943,0.011260197,0.012709058999999998,0.014189603,0.007987923000000001,0.0064124563,0.003787793,0.07804869246850996,0.011520597505004738,2
Okinawa,20211026,A,3404,503,127.9303970336914,26.785499572753906,0.03969059,0.042038575,0.034040958,0.037252165,0.043367077,0.048416656,0.0438453,0.03819897,0.04240761,0.025201438,0.015893586,0.01254858525322385,0.030924445,5
Vigo,20160920,A,344,188,-8.875321388244629,42.250301361083984,0.042144947,0.116587795,0.10940616,0.10307186,0.07218253599999999,0.068904236,0.059347127,0.100523695,0.05809146,0.030806119,0.022894697,-0.012515818432283578,0.09913714,7
Caribbean Sea,20161103,A,6174,3657,-86.42304992675781,15.949411392211914,0.022108734,0.025082877000000003,0.018974334,0.014088309,0.010067432,0.012522854,0.013544478,0.010387406,0.015489543,0.013808062,0.012177768,-0.1512071455318057,-0.004413100361184278,1
Gulf of Gera,20210830,A,35,34,26.5230712890625,39.039833068847656,0.016331583,0.019573368,0.018766453,0.0074203424,0.0050348705,0.008349285,0.008974104,0.006199629,0.008982476999999999,0.005142549000000001,0.0047895205,-0.08962672271103303,0.0035333383651880686,1
Okinawa,20211026,A,3428,683,127.93296813964844,26.769268035888672,0.031886995,0.03804388,0.032784153,0.034129974,0.017518442,0.017908103999999998,0.017534678999999997,0.030549387,0.015558824,0.011233596,0.008732479,-0.05535903485502894,0.02446988,5
Okinawa,20211026,A,3157,795,127.9058074951172,26.75895118713379,0.044960037,0.10462826,0.1312286,0.13877404,0.12836702,0.13482639,0.13269804,0.1412266,0.123657264,0.07795976,0.044390783,0.00875912283629073,0.10717955,5
Caribbean Sea,20161103,A,6164,3657,-86.42398834228516,15.949414253234865,0.021873957000000003,0.023671636,0.018353492,0.012680418999999998,0.010192566,0.011027333,0.013208284,0.009339859,0.012761276,0.013569356,0.011934875,-0.1517038068275068,-0.006192460498788322,1
Gulf of Gera,20210716,B,78,33,26.528039932250977,39.03994369506836,0.020195972,0.032605484,0.045034602,0.018724049,0.01506288,0.018910717,0.024348172999999997,0.017954385,0.021237204,0.020424457,0.021510914,-0.02098410199301311,-0.0036462867281573936,1
Vigo,20160920,A,363,114,-8.873004913330078,42.25696182250977,0.019304615,0.025021514,0.020397745,0.008063062,0.011942824,0.012430085,0.0105243195,0.007548109,0.007933200999999999,0.0038589572,0.0032275603,-0.032986186622387226,0.010307821,7
Marmara Sea,20210606,B,1197,997,29.047687530517567,40.93612289428711,0.037583835,0.04466869,0.047096968,0.024416342,0.025435038,0.025981417000000003,0.029107163,0.020267647,0.020205814,0.0023582592,0.0019532898000000003,-0.09284522471796333,0.036265187,6
Marmara Sea,20210606,B,1216,848,29.05035781860352,40.94949722290039,0.04050551,0.049851675,0.0465972,0.02786881,0.029214185,0.028315658,0.028633073,0.024676813,0.026425146,0.007952298,0.006426721999999999,-0.06074715300263929,0.032547366,6
Vigo,20160920,A,361,201,-8.873263359069824,42.24912643432617,0.044452224000000005,0.057718016,0.062618665,0.050179817,0.055036042,0.05083289,0.054052707,0.04869155,0.05261059,0.022206843,0.013556965,-0.01505255813849526,0.04858989,7
Marmara Sea,20210606,B,1072,757,29.033510208129893,40.95799255371094,0.03317909,0.039512884,0.035561737,0.016201895,0.02342225,0.027964996,0.028977675,0.013853128,0.02150218,0.0042122286,0.004150418,-0.07814890043504541,0.028097408,6
Accra,20181031,B,3773,453,0.10207132250070572,5.663309097290039,0.012027185,0.013110155,0.015613791,0.009350086,0.05693954,0.05915318,0.07273517,0.032450262,0.06644123,0.008386265,0.009060644,0.5526311886207264,0.06351118946773851,4
Vigo,20160920,A,55,469,-8.910390853881836,42.22502517700195,0.030075414,0.03365064,0.0253039,0.01866795,0.019414634,0.020448139,0.019154161,0.020489313,0.016576758,0.010927601,0.007317699999999998,0.04651405283357018,0.016913522,7
Gulf of Gera,20210701,A,48,37,26.52457618713379,39.03956604003906,0.018203037,0.0634986,0.07463741,0.07039798,0.049148954,0.055800117999999996,0.067714624,0.08359347,0.07165146,0.040178735,0.032941904,0.08568975745081954,0.05547764891918658,2
Vigo,20160920,A,101,845,-8.904868125915527,42.19115829467773,0.032915097000000004,0.07893024400000001,0.072164714,0.05862158,0.05628654,0.053077318,0.06328852,0.07239549599999999,0.06408042,0.026596954,0.016524738,0.10513069304034836,0.066246815,7
Caribbean Sea,20171009,A,3518,1823,-86.32664489746094,15.916046142578125,0.033995483,0.058263995,0.05756546,0.050141927,0.025384387,0.043023907,0.029539026,0.07432916,0.03612349,0.025751632000000003,0.019873306,0.1943200913799363,0.06191526938394268,2
Marmara Sea,20210606,B,1392,776,29.07145690917969,40.955604553222656,0.06520334,0.09316566,0.09500237,0.07583265,0.056829385,0.05660546,0.05786882700000001,0.07038697,0.052793406,0.012907575,0.007859134,-0.03724315519353701,0.09143377,6
Caribbean Sea,20171009,A,3469,1864,-86.33123016357422,15.912353515625,0.029883675,0.03922675,0.035933875,0.033325993,0.018384933,0.019003108,0.0262819,0.04971296,0.02728256,0.02082229,0.013316758,0.1973407227328601,0.02748588811421347,2
