Location,Date,Sentinel-2,X,Y,Longitude,Latitude,B1,B2,B3,B4,B5,B6,B7,B8,B8A,B11,B12,NDVI,FDI,label
Vigo,20160920,A,354,136,-8.874099731445312,42.254981994628906,0.021616774,0.025124071,0.020125834,0.013214122,0.018542005,0.017229363,0.022309775,0.014745318,0.019955112,0.0074640093,0.0048927353,0.05476490230133365,0.014822166,7
Caribbean Sea,20171009,A,3111,1642,-86.36461639404297,15.932522773742676,0.025287896,0.0465144,0.05735244,0.05934326700000001,0.03647067,0.043277852,0.039327078,0.075907566,0.04272098,0.030135231,0.020181378,0.1224709573507764,0.055921135896533546,2
Okinawa,20211026,A,2417,876,127.83146667480469,26.75104522705078,0.043312468,0.051925395,0.05680931,0.059995484,0.070920594,0.07480354,0.07748993,0.05780371,0.079045184,0.040560484,0.02656103,-0.018606018645594472,0.04368589,5
Durban,20190424,B,740,574,31.08161354064941,-29.85222053527832,0.037161905,0.060441583,0.06024052,0.03375248,0.028771784,0.02634543,0.030941697,0.045205463,0.03602721,0.017057203,0.011497155,0.14505168909985408,0.03536545013560398,2
Marmara Sea,20210606,B,1017,905,29.02657127380371,40.94478225708008,0.050113283,0.053773247,0.04848518,0.030948723,0.023884308,0.025264781,0.02517343,0.023862528,0.02185733,0.0037859343,0.0032126748,-0.1292835844961831,0.03676621,6
Marmara Sea,20210606,B,1463,899,29.07954025268555,40.94438171386719,0.04190657,0.061244816,0.054421842000000005,0.042499118,0.03927074,0.038863365,0.03895001,0.044098746,0.035834704,0.03555758,0.028181203,0.018471910577378663,0.011109847,6
Marmara Sea,20210606,B,1085,1031,29.0342960357666,40.93329620361328,0.049428947,0.09337996,0.09531158,0.07626726,0.045790333,0.05548263,0.054384276,0.07473533,0.04481117,0.004902883,0.0037953025,-0.010145057776823568,0.109134205,6
Vigo,20160920,A,18,532,-8.914881706237793,42.21935653686523,0.031113358,0.070045464,0.056857612,0.04926947,0.036840085,0.038001195,0.037542526,0.051887695,0.035357554,0.015168815,0.010205426,0.02588274394601701,0.054350164000000006,7
Caribbean Sea,20161103,A,6180,3658,-86.42249298095703,15.949319839477539,0.023073336,0.023878252000000003,0.019347439,0.01384524,0.011355423,0.012866832,0.014884616000000003,0.0102738915,0.015711853,0.014362968500000003,0.01298602,-0.14807118987679965,-0.005244401455642193,1
Okinawa,20211026,A,2881,210,127.87753295898438,26.811542510986328,0.035798500000000004,0.044140797,0.04076305,0.04713654,0.038986437,0.039930485,0.032814056,0.047422186,0.03464247,0.020373153,0.012573103,0.003020831731595036,0.04215131,5
Vigo,20160920,A,399,215,-8.868659019470215,42.24786376953125,0.019145304,0.025786055,0.026946563,0.017161116,0.013685587,0.014594006,0.015111949,0.015934767,0.01484335,0.007977072,0.005662268000000001,-0.037054427585449266,0.0130673265,7
Marmara Sea,20210606,B,1116,968,29.03815078735352,40.93890380859375,0.041072335,0.05835518,0.059316847,0.033877995,0.028454596,0.022876875,0.02242896,0.025449151,0.020381909,0.0023744437,0.0028122663,-0.14207398414209915,0.039005622,6
Marmara Sea,20210606,B,1400,774,29.07241249084473,40.95576858520508,0.030054316,0.03164811,0.028392833,0.0077744336,0.007813232,0.0077075264,0.010082367,0.007925421,0.007191576500000001,0.0019329106,0.0036698114,0.009617120912699416,0.010479535,6
Vigo,20160920,A,99,847,-8.905110359191895,42.19097900390625,0.025863232000000003,0.04374437,0.04698783,0.041406322,0.0471629,0.04915789,0.036855903,0.04028659,0.04031189,0.022344701,0.014854985,-0.013706599172275864,0.038647175,7
Okinawa,20211026,A,3035,633,127.89339447021484,26.773479461669922,0.03984735,0.077328965,0.08057676,0.092742264,0.078685924,0.07282981,0.07402192,0.08996449,0.06536917,0.03677019,0.021645948,-0.015203455478170287,0.08103973,5
Marmara Sea,20210606,B,1059,958,29.03141212463379,40.93992614746094,0.03147216,0.03824234,0.033537745,0.012936984,0.010830413999999998,0.010465559,0.009971541,0.009638063,0.009324494,0.001827369,0.0025329373,-0.14613130152065676,0.014522788,6
Vigo,20160920,A,53,430,-8.910628318786621,42.2285385131836,0.039054453,0.041970428,0.03763994,0.030175835,0.05304786,0.050111502,0.049364056,0.029970253,0.051101547,0.026331197,0.016550006000000003,-0.0034180444121320536,0.022002332000000003,7
Durban,20190424,B,750,565,31.08266448974609,-29.851423263549805,0.037356865,0.05656233400000001,0.048067454,0.04332742,0.030319745,0.02884146,0.04601791,0.062480807,0.0420693,0.02452046,0.016318064,0.18101982750358345,0.04131787460736197,2
Vigo,20160920,A,149,280,-8.89897346496582,42.24203872680664,0.020769374,0.038899906,0.040607516,0.03356753,0.018823529,0.019636763,0.021288149,0.030914797,0.017909499,0.010102461,0.0061073857,-0.041138915473692465,0.028174773,7
Accra,20181031,B,3771,451,0.10189194232225418,5.6634907722473145,0.012474803,0.021115694,0.04084237,0.028934777,0.06288626,0.08083185,0.09549247,0.14071134,0.0817674,0.009472684,0.009745621,0.6588807629472593,0.1866865546075735,4
Gulf of Gera,20210626,B,49,36,26.52469062805176,39.03965759277344,0.01791756,0.052490867999999996,0.05960023,0.04767721,0.02161379,0.033476900000000004,0.03792682,0.054659665,0.03699598,0.011690016999999999,0.007301738,0.0682300978997063,0.059898613783583673,2
Marmara Sea,20210606,B,1003,882,29.02497291564941,40.94688415527344,0.041247196,0.04091411,0.03550103,0.018437887,0.03783179,0.03883897,0.031120336,0.016754533999999998,0.028541509,0.008113834,0.006022968,-0.0478328274147437,0.03251492,6
Accra,20181031,B,1634,481,0.4201075732707977,5.76094388961792,0.009062417,0.013098317,0.031238707,0.022952804,0.039251167,0.051852446,0.050561715,0.12857515,0.056511518,0.011576079,0.011589374,0.6970485855038999,0.1482948391385657,4
Accra,20181031,B,3842,428,0.10830526053905487,5.665534019470215,0.012695308,0.017966951999999998,0.0285878,0.016766572,0.046848252,0.05887611,0.056070055999999986,0.06502025,0.061560735,0.007990197,0.009383084,0.5899933121255158,0.09656970995980538,4
Gulf of Gera,20210810,A,66,47,26.52666091918945,39.038673400878906,0.025476457999999997,0.028036414,0.038366165,0.017272724,0.016356459,0.013576477,0.0138498405,0.011269743999999998,0.013533403999999999,0.024178533,0.017365515,-0.2103174820061111,-0.021095752272995462,1
Okinawa,20211026,A,3111,872,127.9012451171875,26.7519645690918,0.033637263,0.035298824,0.029084818,0.033904046,0.025698828,0.028255401,0.02901725,0.028230345,0.026117554,0.015140643999999997,0.011204695,-0.09131337587263066,0.023216985,5
Caribbean Sea,20161103,A,6170,3659,-86.42342376708984,15.94923210144043,0.022129742,0.023519745,0.01988886,0.013028445,0.0076028374,0.009525648,0.011199357,0.01189127,0.012547373,0.012821109,0.011485214,-0.045633547574681285,-0.0034746112757349057,1
Vigo,20160920,A,345,153,-8.875194549560547,42.25345230102539,0.043009292000000005,0.09112678,0.088008806,0.08124216,0.08103365,0.082941204,0.08716008,0.07307066,0.08733769,0.038768385,0.026563643,-0.05295412267107813,0.06841276,7
Okinawa,20211026,A,2578,898,127.8476791381836,26.74919128417969,0.035308264,0.048863772,0.048487492,0.054895207,0.046023108,0.046837404000000006,0.044808377,0.050817497,0.046794523,0.022313232,0.0149605,-0.03857350957553785,0.04744196,5
Okinawa,20211026,A,2847,320,127.87421417236328,26.80158424377441,0.038715586,0.053615782,0.047316194000000006,0.042090148,0.03500228,0.028735302,0.032429203,0.047806162,0.027053764,0.021799741,0.012115341000000002,0.06358452310222742,0.031362098,5
Durban,20190424,B,754,556,31.08309364318848,-29.85061836242676,0.047006592,0.057291426,0.05427699,0.038508713,0.034453988,0.03304706,0.039237753,0.05238178,0.04008154,0.02617213,0.018772833,0.1526349626027444,0.031551646591918774,2
Vigo,20160920,A,23,160,-8.914231300354004,42.25285720825195,0.022076735,0.036127955,0.029588731,0.019576589,0.013005091000000002,0.011792601000000002,0.012180083,0.020411547,0.011128079,0.0063111978,0.004454758499999999,0.02088014305042877,0.018333118,7
Marmara Sea,20210606,B,1066,696,29.03296661376953,40.96349716186523,0.04051493,0.039670154,0.038958687,0.02467151,0.028045608,0.029496295,0.0297675,0.02293996,0.022271428,0.00435119,0.0035428514,-0.03636833729351355,0.03812716,6
Caribbean Sea,20161103,A,6171,3659,-86.42333221435547,15.949231147766113,0.022124864,0.025094358,0.018207453,0.010424813,0.0076019745,0.009525231,0.011199423,0.011312397,0.01254814,0.012823266000000002,0.011486642,0.04083247114050057,-0.004057628932040881,1
Marmara Sea,20210606,B,1233,807,29.052490234375,40.95315170288086,0.030202284,0.042832296,0.037779346,0.021192316,0.017487925,0.015763901,0.015804686000000002,0.020354755,0.01652827,0.0034119086,0.0041179038,-0.02015932723632914,0.026540661,6
Okinawa,20211026,A,2427,862,127.83245849609376,26.75231742858887,0.03331937,0.04175085,0.048179414,0.05602213,0.045987826,0.044652943,0.045776136,0.04805977,0.03873792,0.02426124,0.016405718,-0.0765009093800171,0.039545108,5
Gulf of Gera,20210726,B,48,43,26.52458000183105,39.03902816772461,0.012448173,0.034295026,0.06760263,0.13682327,0.11001665,0.11246195,0.14215015,0.22014039999999999,0.14642505,0.016540732,0.015243897,0.2334050689248013,0.2781329097419082,3
Okinawa,20211026,A,2508,788,127.84053802490234,26.759063720703125,0.03411603,0.04325184,0.044207915999999986,0.04654235,0.029840915,0.025028875,0.034458943,0.040853813,0.023895537,0.016313456,0.011763078,-0.06508909321339436,0.031270448,5
Durban,20190424,B,694,623,31.07676887512207,-29.85657119750977,0.033062365,0.04464731,0.06025547,0.038164355,0.023064703,0.021431075,0.026164578,0.05241769,0.031082468,0.014620948,0.010576416000000002,0.15735276234931553,0.04308838500211551,2
Vigo,20160920,A,127,851,-8.90172004699707,42.190616607666016,0.02155264,0.025043102,0.024196729,0.017117003000000002,0.015379253,0.016957281,0.015898257,0.01634567,0.015863508000000002,0.006499785500000001,0.004723782,-0.02305054948838076,0.017921219,7
Okinawa,20211026,A,3058,599,127.89568328857422,26.776567459106445,0.034958225,0.04295665,0.04438641,0.04103125,0.042617917000000005,0.039293468,0.043747887,0.034981646,0.035007272,0.019593265,0.014356401,-0.0795865480510044,0.030600982,5
Durban,20190424,B,596,702,31.06649208068848,-29.863548278808594,0.05395172,0.05824778200000001,0.069722086,0.043723922,0.03150039,0.030298281,0.035440065,0.043098386,0.03786336,0.01950247,0.015187506000000003,-0.007204784281938184,0.031984537494182355,2
Tsamakia beach,20190418,B,38,19,26.56632995605469,39.10821533203125,0.02608636,0.037838306,0.03598666,0.024379072999999998,0.011799098999999999,0.009683622,0.022943002999999997,0.031905856,0.036325566000000004,0.0052144146,0.005523646700000001,0.13372643678736815,0.03016412995092025,2
Marmara Sea,20210606,B,1025,860,29.027645111083984,40.94881820678711,0.09141269,0.07223119,0.07856405,0.069121234,0.08735638,0.08603804,0.08503753,0.08067957,0.07991851,0.008036372,0.005979551,0.07715803714911973,0.13325249,6
Okinawa,20211026,A,2946,286,127.88414001464844,26.80473327636719,0.037351385,0.049170345,0.046360064000000006,0.049700264,0.04442967,0.041981164,0.046349272,0.04776224,0.03442769,0.020575076,0.012562023500000002,-0.01988481642129781,0.043717057,5
Okinawa,20211026,A,2498,733,127.83948516845705,26.764020919799805,0.036832705,0.05421656,0.057923257,0.06039019,0.043304853,0.036899123,0.03780673,0.058373533,0.03070987,0.022446837,0.013344579,-0.01698041244463181,0.047086827000000005,5
Gulf of Gera,20210626,B,46,43,26.52434730529785,39.039024353027344,0.01635222,0.02946621,0.043990877000000005,0.062202454000000004,0.031547847999999996,0.048736494000000005,0.0636794,0.10206351400000001,0.06593568,0.024166713,0.013238512,0.24266170580141105,0.09698814976517876,3
Durban,20190424,B,752,558,31.08288383483887,-29.85079574584961,0.041338254,0.06432508,0.053762738,0.044055447000000005,0.034851197,0.041899573,0.04353794,0.05560169400000002,0.046355564,0.027564952,0.017418068000000002,0.11585970542743153,0.039175109449333625,2
Durban,20190424,B,749,564,31.082563400268555,-29.85133171081543,0.03733455,0.05502466,0.054374445,0.03973687,0.030725455,0.032574974,0.026714122000000003,0.058819823,0.038144536,0.022278978,0.015330123,0.19362412048464328,0.0445410974451026,2
Caribbean Sea,20161103,A,6162,3659,-86.4241714477539,15.949234008789062,0.021885244,0.025125695,0.021843784,0.014810538,0.009841659,0.012065178,0.012537989,0.0118871825,0.015478353,0.0141061,0.012845586,-0.10949831840512378,-0.003794928177273207,1
Vigo,20160920,A,143,283,-8.899701118469238,42.24176788330078,0.019249696,0.027684253,0.024806464,0.018885482,0.0108354995,0.01056514,0.012949554,0.017290547,0.011467907,0.006811009,0.004439776,-0.044088172308795935,0.013378499,7
Vigo,20160920,A,39,169,-8.91229248046875,42.252044677734375,0.021370409,0.025033738,0.02104746,0.016583953000000002,0.012196516,0.012902014,0.013145329,0.014439127,0.012914498,0.0076880464,0.006009169399999999,-0.06913646227260486,0.010777334,7
Accra,20181031,B,1454,642,0.4037922918796539,5.74650239944458,0.0047380677,0.012517986000000002,0.025116313,0.019597352,0.07211073,0.10054353,0.12840825,0.08817009,0.11577728,0.01331161,0.011687985,0.636302919763095,0.1426399147704675,4
Gulf of Gera,20210825,B,48,55,26.524585723876953,39.03794479370117,0.0047971224,0.009126233000000001,0.018263232,0.010654751,0.014386893999999999,0.0067603886,0.012994618999999999,0.011959286999999999,0.0065642004,0.01165132,0.00935724,0.05768699955310936,-0.003492411894055426,1
Accra,20181031,B,3770,450,0.1018022522330284,5.663581371307372,0.012478375,0.019219536,0.028709283,0.017210101999999998,0.06287781,0.08082163,0.095480844,0.07369483,0.08175626,0.009465111,0.00974085,0.6213604339971346,0.11967556082081658,4
Okinawa,20211026,A,2790,461,127.8686065673828,26.78881072998047,0.036011577,0.03774026,0.03490572,0.029756952000000007,0.023997594,0.022698633,0.021187697,0.032227386000000004,0.02123657,0.013383261,0.009376687,0.039855777761149916,0.026037505,5
Vigo,20160920,A,88,227,-8.906359672546387,42.24681854248047,0.019483486,0.026868707,0.022863485,0.016758842,0.012828524,0.012854042,0.013101783999999998,0.017215698999999998,0.012772282,0.009478842,0.008114445,0.01344703965242674,0.010343204,7
Marmara Sea,20210606,B,1455,892,29.07861137390137,40.94502639770508,0.03349828,0.050593395,0.048369497,0.028272687,0.019203639,0.020277832,0.019103574,0.028555172,0.017763268000000002,0.013675528,0.012043907,0.004970889366076575,0.020009803,6
Vigo,20160920,A,404,222,-8.868054389953613,42.247230529785156,0.019548008,0.038018096,0.036848933,0.026910752000000003,0.020525442,0.019515883,0.0223624,0.028206507,0.021279939,0.00840018,0.0058838455,0.02350906092772137,0.02838993,7
Vigo,20160920,A,54,505,-8.910516738891602,42.22178268432617,0.044180665,0.0727088,0.077322826,0.081959665,0.07256545,0.066050015,0.07277696,0.09142977,0.0610961,0.023667092,0.017101651000000002,0.054617543450672136,0.100490995,7
Okinawa,20211026,A,2940,354,127.88359832763672,26.7985897064209,0.05189432,0.1027123,0.122880675,0.14043352,0.14470555,0.14718075,0.14639570000000002,0.13936181,0.12783314,0.07646908,0.039164003,-0.0038303355527771078,0.11749666,5
Vigo,20160920,A,60,478,-8.909786224365234,42.22421646118164,0.091586545,0.07070546,0.06362514,0.049860094,0.06689502,0.06828833,0.065659106,0.037494745,0.06615821,0.035987213,0.023441477,-0.1415531084660347,0.026450627,7
Marmara Sea,20210606,B,1025,935,29.02743911743164,40.94206619262695,0.09342876,0.15039502,0.1972176,0.18321265,0.20257264,0.18123977,0.17847747,0.2129234,0.15811819,0.01962529,0.014029618999999998,0.07500137894544054,0.31887668,6
Okinawa,20211026,A,2801,866,127.8700714111328,26.752260208129893,0.0358356,0.050650824,0.045717508,0.03993923,0.03355693,0.028801914,0.033172403,0.045240737,0.025656564,0.019634342,0.011688021000000002,0.06223889473918209,0.032685645,5
Marmara Sea,20210606,B,1477,903,29.08119201660156,40.94398880004883,0.035854027000000004,0.05421216400000002,0.051141363,0.032955993,0.032021046000000004,0.029577045,0.028807297000000006,0.035228122,0.025814759,0.025773423,0.021618236,0.033323436111182284,0.01241021,6
Accra,20181031,B,3706,530,0.09599273651838304,5.656385898590088,0.012647095,0.013854654,0.017997133999999998,0.010110377,0.06376687,0.08174895,0.08377189,0.039313864,0.09049605,0.010756264,0.009337578,0.5908737576769262,0.08372073426655383,4
Vigo,20160920,A,123,851,-8.902204513549805,42.190616607666016,0.025710875,0.031327967000000005,0.0328946,0.021611651000000003,0.022819886,0.023696978,0.023936486,0.023237772,0.024863089,0.010753616,0.007395726999999999,0.03625734493841756,0.022479089,7
Okinawa,20211026,A,2785,393,127.8680419921875,26.794944763183594,0.03622056,0.037939847,0.04005476,0.04424902,0.030903753,0.026753383,0.040080227,0.0376839,0.03710989,0.019880963,0.01595305,-0.08012798762695142,0.023109855,5
Marmara Sea,20210606,B,1062,694,29.03249740600586,40.96368408203125,0.04608906,0.033440568,0.028448943,0.012411841000000002,0.016578376000000002,0.020370658,0.020680096,0.00816303,0.013501475,0.0037061833,0.0036585245,-0.20650486702930004,0.017405571,6
Gulf of Gera,20210731,A,50,38,26.52480697631836,39.03947830200195,0.009208468000000001,0.030684449,0.045837145,0.038304097999999995,0.03890513,0.05390935,0.05292367,0.055193074,0.051208347,0.017772023,0.012572178,0.18063622287955414,0.06532648452470759,2
Caribbean Sea,20161103,A,6174,3676,-86.42305755615234,15.947693824768065,0.022831842,0.02772084,0.020530295,0.014207073999999997,0.0127679035,0.013441972,0.016328588,0.015246349,0.017656164,0.015638463000000002,0.014454932,0.03528537243362182,-0.002088255875355601,1
Okinawa,20211026,A,2946,284,127.88414001464844,26.804914474487305,0.037349284,0.049553186,0.047624346,0.049815122,0.038185406,0.038459036,0.038981978,0.046617683,0.028726745,0.018942919,0.012445867,-0.03315717094405792,0.042745214,5
Caribbean Sea,20171009,A,3517,1824,-86.32673645019531,15.915955543518065,0.033985265,0.051733177000000005,0.053699978,0.061896406,0.034340844,0.04326362,0.047784787,0.07880571,0.054166026,0.028412184,0.017441487,0.12017803627061302,0.061861882805816025,2
Accra,20181031,B,3777,456,0.1024305671453476,5.663035869598389,0.011722321,0.019216318,0.038888123,0.025822882,0.053623963,0.07900411,0.09488058,0.12488919,0.068356305,0.008853249,0.010350446,0.6573216510486299,0.1705449556928284,4
Gulf of Gera,20210621,A,47,41,26.52446174621582,39.039207458496094,0.030548075,0.061923392,0.09714017,0.15722227,0.15908547,0.20162837,0.18141447,0.21140812,0.2053046000000001,0.026916073999999998,0.010923128,0.14699235730401938,0.31940579769992616,3
Accra,20181031,B,3760,490,0.10088125616312027,5.65997314453125,0.012487037,0.016288906000000002,0.027381437,0.017601663,0.07337442,0.08957829,0.10197938,0.07609037,0.09352085,0.009364663,0.00993573,0.6242655338688189,0.12905374845779566,4
Caribbean Sea,20171009,A,3468,1864,-86.33132934570312,15.912353515625,0.029869968,0.039216287,0.03522978,0.031176204,0.020254629,0.02255054,0.025331197000000003,0.045567602,0.03163928,0.023708658,0.015982406,0.1875252056172455,0.020964639203666632,2
Okinawa,20211026,A,3103,604,127.90020751953124,26.77614974975586,0.052008577,0.10770113,0.1315073,0.15166177,0.14600956,0.144332,0.14266126,0.13840304,0.1351075,0.07219197599999999,0.039075304,-0.045709543325851885,0.12191798,5
Vigo,20160920,A,147,871,-8.899300575256348,42.188812255859375,0.021380007000000003,0.03194033,0.022784792,0.01778889,0.01971163,0.014580564,0.014578822,0.017123025,0.018498352,0.007558203,0.005834694499999999,-0.019072714859669014,0.0149875255,7
Vigo,20160920,A,369,209,-8.872294425964355,42.24840545654297,0.028255718,0.04121788,0.03536191,0.027728315,0.023390664,0.025013426,0.021075401,0.03688117,0.022345586,0.01233268,0.008998535,0.1416642618340016,0.03434063,7
Marmara Sea,20210606,B,1150,867,29.04246711730957,40.94792556762695,0.056575123,0.077480994,0.07458506,0.057643685,0.05999074,0.06206643,0.06302891,0.054865118,0.057959266,0.016133253,0.008771104,-0.02469644086427622,0.07442312,6
Vigo,20160920,A,370,211,-8.872174263000488,42.24822616577149,0.029903254,0.019277202,0.015770251000000002,0.00866757,0.058325183,0.0585268,0.05275264,0.009630313,0.04512594,0.02305418,0.014334229,0.05261499376731178,0.013968275,7
Marmara Sea,20210606,B,1184,879,29.046470642089844,40.946773529052734,0.030066192,0.03264674,0.027806127000000003,0.010391541,0.0086488575,0.00865581,0.010690915,0.0073662885,0.010119296,0.0013430958,0.0018685315,-0.17036161429526053,0.0117053585,6
Gulf of Gera,20210810,A,49,18,26.52467918395996,39.04127883911133,0.016407656,0.018421091,0.019847047,0.0032563927,0.0020566862,0.004198886,0.005525788,0.003308686,0.0024531358,0.001402165,0.0042548734,0.00796537290558296,0.004066163630808132,1
Accra,20181031,B,3708,531,0.09617259353399277,5.656294345855713,0.012643456,0.02024968,0.045130994,0.037604164,0.09389992,0.12344957,0.14111681,0.17867517,0.13470414,0.01153899,0.010618299,0.6522629942997697,0.2540935653056907,4
Caribbean Sea,20161103,A,6172,3676,-86.4232406616211,15.947694778442385,0.022841485,0.025231024,0.021567592000000003,0.014800329,0.013121466000000002,0.014249274,0.01510099,0.014202757,0.017110543,0.015634097,0.013194691,-0.02060373851251551,-0.0025007075868717712,1
Marmara Sea,20210606,B,1134,1001,29.040197372436523,40.93589401245117,0.07676453,0.0859742,0.09484413,0.07559614,0.0942518,0.086954616,0.08937278400000001,0.06806013,0.07794506,0.0118123675,0.0073222416,-0.05245862223765109,0.114635214,6
Okinawa,20211026,A,2654,960,127.85537719726562,26.743656158447266,0.032846816,0.03206017,0.03421535,0.032306544,0.027584167000000003,0.030440575,0.027063195,0.02721734,0.023353249,0.015547976000000003,0.011201278,-0.0854985202242515,0.023169506,5
Okinawa,20211026,A,2941,497,127.88382720947266,26.785682678222656,0.05710994,0.072197914,0.09142759,0.104083896,0.12336923,0.12531040000000002,0.12443459,0.09514862,0.11991693,0.06687473,0.036759466,-0.04484848246357533,0.07339823,5
Accra,20181031,B,1457,639,0.4040643870830536,5.746771335601808,0.0047447346,0.010659131,0.024004528,0.016950734,0.07012263,0.09506757,0.11983598,0.094528295,0.11180268,0.012852007,0.011212734,0.6958937631220309,0.1455598849746139,4
Accra,20181031,B,3762,493,0.10106015205383301,5.659700870513916,0.012034612,0.017645176999999998,0.036514238,0.027661307000000003,0.057764374,0.08548526,0.10099662,0.12332853,0.0811929,0.010485686,0.00983205,0.6336004124568992,0.17111943280939285,4
Vigo,20160920,A,40,507,-8.912213325500488,42.22160339355469,0.034987908,0.06778368,0.058867514,0.054886322,0.030691965,0.034651816,0.032461632000000004,0.057177883,0.032618266,0.019525751,0.0140991425,0.020448643703848145,0.04933256,7
Caribbean Sea,20161103,A,6167,3658,-86.4237060546875,15.949322700500488,0.02214362,0.02445045,0.022089908,0.012795289,0.012421643,0.012294283,0.013320002,0.011426664,0.014177634,0.014117703999999997,0.012738875,-0.056503494990680574,-0.0040990952638288855,1
Durban,20190424,B,750,567,31.082660675048828,-29.851604461669922,0.037359815,0.062291257,0.06248743,0.039044224,0.022830842,0.021333925,0.028578078,0.052091207,0.030473942,0.019367775,0.013627221,0.1431603807305196,0.03425118087878147,2
Marmara Sea,20210606,B,1404,789,29.07284545898437,40.95441055297852,0.032219663,0.03339136,0.02698178,0.007553345,0.0077125434999999985,0.008547005,0.009763259,0.0077110530000000016,0.008089157,0.0022723663,0.0035648262,0.01033175366627628,0.010314242,6
Durban,20190424,B,748,569,31.08245086669922,-29.85178184509277,0.03543676,0.060744934,0.06278306,0.03773056,0.021105113,0.021029036,0.02171438,0.049770705,0.024134213,0.018532515,0.011903927,0.13759966784480196,0.03317805072202243,2
Marmara Sea,20210606,B,1287,844,29.05879783630371,40.94970703125,0.06004855,0.032795217,0.028344134,0.009906273,0.010651073,0.009463061,0.008972905,0.008161974,0.008430643,0.0019453153,0.0034092874,-0.09653947059723056,0.01205814,6
Marmara Sea,20210606,B,1460,908,29.079158782958984,40.94357681274414,0.0416538,0.06285644,0.061419368,0.04015869,0.033755332,0.037258428,0.037299704,0.045522075,0.032579523,0.030811848,0.026160192,0.06259730524114725,0.019719385,6
Caribbean Sea,20161103,A,6178,3658,-86.42267608642578,15.949319839477539,0.023082966,0.022832481,0.019998256,0.013492561,0.012179246,0.013213352,0.016335024,0.010736655,0.017450945,0.0150097925,0.013211787,-0.11374309428749164,-0.005660358280160154,1
Gulf of Gera,20210611,A,78,21,26.528032302856445,39.04102325439453,0.017208301999999998,0.023791445,0.036127757,0.010494902,0.011024806000000002,0.013378503,0.008408961,0.015372070500000001,0.012318983,0.02213527,0.02279147,0.18854809931854224,-0.013525220924823507,1
Marmara Sea,20210606,B,1279,840,29.05785942077637,40.9500846862793,0.094387114,0.09500728,0.09922704,0.07867952,0.09973833,0.09252573,0.08879242,0.075833425,0.08957469,0.017891545,0.007926996,-0.018419783533347358,0.11593455,6
Okinawa,20211026,A,3080,628,127.89791870117188,26.77396583557129,0.046967372,0.04194101,0.049203806,0.05345861,0.060043387,0.06784526,0.06120147,0.04585752,0.06738927,0.042187702,0.024298936,-0.07653429508378949,0.02348272,5
Vigo,20160920,A,55,192,-8.910355567932129,42.24997329711914,0.02257395,0.028701838,0.028675228,0.021495545,0.019587032,0.017807582,0.020162785,0.017576735,0.01912609,0.011291404,0.0083404705,-0.10029642498466948,0.011317158,7
Okinawa,20211026,A,2704,925,127.8603744506836,26.746856689453125,0.034725226,0.035869736,0.03695357,0.036206465,0.029032607,0.030156324,0.021057498,0.0328821,0.021464081,0.018207945,0.011744734,-0.048117441721361606,0.023900758,5
Marmara Sea,20210606,B,1108,1013,29.03707695007324,40.934871673583984,0.040619362,0.037008658,0.034023597999999995,0.013976899,0.013524951,0.013369121,0.012755036,0.010073337,0.012260951,0.0031077561,0.0029721262,-0.16230867755310174,0.0149389235,6
Accra,20181031,B,3762,491,0.10106111317873,5.659881591796875,0.012483359,0.018464468,0.037172727,0.027415548,0.05261479,0.06766192,0.07083897,0.12843272,0.06780398,0.009816687,0.010521515,0.6481764173343267,0.16356325974190816,4
Marmara Sea,20210606,B,1073,959,29.033071517944336,40.93980407714844,0.036601845,0.03793556,0.036878806,0.01576241,0.019091321,0.019465681,0.01702463,0.012746582,0.013021664,0.0035335522,0.0033052512,-0.10578515017297004,0.021592700000000003,6
Okinawa,20211026,A,2804,361,127.8699188232422,26.79784965515137,0.032850664,0.052909117,0.04888348,0.051186617,0.0336544,0.03627689,0.040716037,0.049782246,0.035260398,0.017582009,0.012012584,-0.013908951317001643,0.046636526,5
Gulf of Gera,20210810,A,42,36,26.523881912231445,39.03965377807617,0.018740775,0.019061645,0.021235202,0.0046590865,0.005081156,0.006485879399999999,0.009741699,0.0041160053,0.0076672365000000015,0.0041423663,0.006245489,-0.06188894798798573,0.0017833121124117555,1
Marmara Sea,20210606,B,1039,763,29.02957534790039,40.95751953125,0.06110187,0.034049056,0.032294337,0.014521421,0.01038435,0.037316184,0.03525762,0.011398766,0.023584792,0.005264380999999999,0.004081132,-0.12047193178043045,0.031039458,6
Marmara Sea,20210606,B,1280,847,29.057958602905273,40.9494514465332,0.076879755,0.0878548,0.08926727,0.071736984,0.078573234,0.082098745,0.08178930000000001,0.06971901,0.075429365,0.016816102,0.008608293000000001,-0.014265736947138528,0.103629194,6
Okinawa,20211026,A,2419,878,127.83167266845705,26.750865936279297,0.036533833,0.049230833,0.05857791,0.056053605,0.044401497000000005,0.04218791400000002,0.04273315,0.052208442,0.03522959,0.027225226,0.015850717,-0.03551718359805259,0.036537483,5
Durban,20190424,B,728,585,31.080352783203125,-29.85319519042969,0.036739603,0.057381228,0.0639534,0.05132126,0.028751435,0.033280734,0.032892868,0.070602246,0.05050839,0.020606564,0.012058873,0.15814002264665844,0.05984383651872222,2
